iter	Logloss
0	0.6331504617
1	0.5843952115
2	0.535945714
3	0.4945790739
4	0.4556430378
5	0.4069700259
6	0.3660052263
7	0.3350751651
8	0.3062561649
9	0.2770946578
10	0.2524192404
11	0.2335957829
12	0.2148177948
13	0.1960419818
14	0.1756239019
15	0.1618406593
16	0.1479776049
17	0.1354862504
18	0.1238854023
19	0.1156752371
20	0.1067340412
21	0.0984569445
22	0.09096982743
23	0.08360576458
24	0.07672459693
25	0.07007957975
26	0.06487946027
27	0.05932504108
28	0.05504785421
29	0.05097766892
30	0.0473169887
31	0.04387576123
32	0.0411245711
33	0.03811147735
34	0.03529617443
35	0.03259125263
36	0.03017362876
37	0.02840965788
38	0.02649595487
39	0.02503413751
40	0.02370665477
41	0.02233755902
42	0.02084321178
43	0.01947208152
44	0.0183225236
45	0.01687541201
46	0.01587821628
47	0.01522902902
48	0.01433932541
49	0.01332955552
50	0.0126096757
51	0.01188809984
52	0.01146120901
53	0.01090733366
54	0.01042808024
55	0.00995642846
56	0.009466787965
57	0.008947354925
58	0.008547895691
59	0.008176878829
60	0.007793479233
61	0.007447704098
62	0.007139371706
63	0.006818724089
64	0.006443712663
65	0.006117719848
66	0.005888569446
67	0.005635758682
68	0.005406943511
69	0.005198453502
70	0.005030255005
71	0.004847132956
72	0.004646439261
73	0.004465475173
74	0.004285447419
75	0.004141817414
76	0.003992256828
77	0.00386933669
78	0.003763268261
79	0.003634631629
80	0.003505176109
81	0.003390668185
82	0.003322227454
83	0.00320455264
84	0.003120227977
85	0.003065820241
86	0.002985222883
87	0.002915343203
88	0.002848614461
89	0.002791239585
90	0.002722209079
91	0.002658295352
92	0.002590171125
93	0.002531938752
94	0.002482786279
95	0.002429319964
96	0.002370969219
97	0.002306536231
98	0.00225579199
99	0.002207121325
100	0.002162964717
101	0.002116907466
102	0.002076596534
103	0.002041735069
104	0.002006292844
105	0.001958480833
106	0.001925840561
107	0.001882534746
108	0.001852999289
109	0.001818507618
110	0.001793407844
111	0.001750041456
112	0.00172137679
113	0.00168649024
114	0.001649523987
115	0.001624533221
116	0.001605796822
117	0.001579182613
118	0.001553793731
119	0.001534546278
120	0.001504224994
121	0.001479140248
122	0.001462767804
123	0.001446884682
124	0.001418232385
125	0.001399752264
126	0.00137662411
127	0.001348457089
128	0.001327761323
129	0.001303157459
130	0.001285118687
131	0.001261156501
132	0.001239796169
133	0.001228021128
134	0.001216054311
135	0.001199930979
136	0.001185711989
137	0.001173852215
138	0.00116236709
139	0.00114607279
140	0.001129759647
141	0.001108663917
142	0.001096220725
143	0.001084682889
144	0.001068058213
145	0.001055233552
146	0.001041907085
147	0.001030227064
148	0.001017188665
149	0.001001242773
150	0.000987855965
151	0.0009788574442
152	0.0009682964585
153	0.0009593565453
154	0.0009470940897
155	0.0009350886637
156	0.0009277504603
157	0.0009208601947
158	0.0009125249685
159	0.0009036085214
160	0.0008926221394
161	0.0008799248663
162	0.0008698717554
163	0.0008595820756
164	0.0008486025716
165	0.0008412350644
166	0.0008351092407
167	0.0008284284944
168	0.0008205962879
169	0.0008119539788
170	0.0008020355382
171	0.0007911199014
172	0.0007911087464
173	0.0007856236182
174	0.0007771560337
175	0.0007687881514
176	0.0007608694785
177	0.0007525678332
178	0.0007422468844
179	0.0007422417982
180	0.0007348042393
181	0.0007347969567
182	0.0007253408457
183	0.0007253383026
184	0.0007253323493
185	0.0007253378402
186	0.000718218924
187	0.0007090696649
188	0.0006999664133
189	0.00069995416
190	0.0006906779755
191	0.0006816878932
192	0.0006816669702
193	0.0006816621729
194	0.0006816609592
195	0.0006816570867
196	0.0006816492839
197	0.0006737243687
198	0.0006737114797
199	0.0006737114797
200	0.0006737017696
201	0.0006665885177
202	0.0006665963782
203	0.0006583785985
204	0.0006583695241
205	0.0006583609122
206	0.0006511141459
207	0.0006511141459
208	0.0006511079037
209	0.0006425394609
210	0.0006425384205
211	0.0006425384205
212	0.0006358203364
213	0.0006358147878
214	0.0006358184869
215	0.0006358184869
216	0.0006357916684
217	0.0006357943271
218	0.0006357943271
219	0.0006358016675
220	0.000635790628
221	0.000633255358
222	0.0006332666865
223	0.0006277295398
224	0.0006277211012
225	0.0006276994268
226	0.0006277072874
227	0.0006277085011
228	0.0006277198874
229	0.0006277198874
230	0.0006276989066
231	0.000627692491
232	0.0006276998892
233	0.0006195541262
234	0.0006195493868
235	0.0006195400812
236	0.0006195319894
237	0.0006195348216
238	0.000619533839
239	0.0006195349372
240	0.0006195106618
241	0.0006195158637
242	0.0006195121646
243	0.0006195084077
244	0.0006195084077
245	0.000619495981
246	0.0006110092652
247	0.0006060082567
248	0.0006060053089
249	0.0006060053089
250	0.0006059861777
251	0.0006059896456
252	0.0006059834033
253	0.0006059879116
254	0.000605967162
255	0.0006059558913
256	0.0006059769299
257	0.0006059567005
258	0.0006059497647
259	0.0006059425977
260	0.0006059413261
261	0.0005991316315
262	0.0005930771311
263	0.0005930707733
264	0.0005930780559
265	0.0005930834889
266	0.0005930663228
267	0.0005930610631
268	0.0005930610631
269	0.000593066843
270	0.00059305852
271	0.0005930489255
272	0.0005930489255
273	0.0005930489255
274	0.0005930409493
275	0.0005884144167
276	0.0005884175378
277	0.000588399158
278	0.000588419792
279	0.0005884106598
280	0.0005883938405
281	0.0005883925689
282	0.00058839858
283	0.0005883980598
284	0.0005883792753
285	0.0005883851707
286	0.0005883769056
287	0.0005883834368
288	0.0005883742468
289	0.0005883565027
290	0.0005883595082
291	0.0005808788896
292	0.0005808828776
293	0.000580869873
294	0.0005808684858
295	0.0005734328343
296	0.0005689708539
297	0.0005689757667
298	0.0005689795814
299	0.0005689732236
300	0.0005689794658
301	0.000568966519
302	0.0005689713163
303	0.0005689561153
304	0.0005689553061
305	0.0005689496419
306	0.0005689357124
307	0.0005689386602
308	0.000568936406
309	0.000568928661
310	0.000568914038
311	0.0005689212628
312	0.0005689053683
313	0.00056891346
314	0.000568915772
315	0.0005628767616
316	0.000562889246
317	0.0005628690166
318	0.0005628567633
319	0.000562846244
320	0.0005628531798
321	0.0005628531798
322	0.0005628572835
323	0.0005628572835
324	0.0005556756561
325	0.0005556631716
326	0.0005556518431
327	0.000555656756
328	0.0005556523055
329	0.0005556434623
330	0.0005556434623
331	0.0005556417862
332	0.0005556480284
333	0.0005556380871
